experience_id,employee_id,previous_company,previous_role,years_of_experience,industry_background
470,1470,Jaya Abadi,Logistics Coordinator,21.6,Healthcare
471,1471,Eka Pratama,HR Staff,7.5,Manufacturing
472,1472,Anugerah Konsultindo,Backend Developer,12.1,Consulting
473,1473,Gemilang Teknologi,Content Specialist,11.4,Media
474,1474,Bumi Manufaktur,Account Executive,2.8,Consulting
475,1475,Gemilang Teknologi,HR Staff,2.4,Government
476,1476,University (Graduate),BI Developer,5.4,Manufacturing
477,1477,Harapan Bersama,Account Executive,2.9,Banking
478,1478,Andalan Media,Associate PM,7.7,Retail
479,1479,Kreasi Prima,Software Engineer,13.9,Education
480,1480,Andalan Media,Account Coordinator,15.3,Banking
481,1481,Karya Inovasi,Operations Staff,12.1,Consulting
482,1482,University (Graduate),Research Assistant,0.0,Banking
483,1483,Eka Pratama,CS Specialist,6.2,Retail
484,1484,Citra Digital,Account Coordinator,8.7,Retail
485,1485,Gemilang Teknologi,Data Analyst,3.9,Government
486,1486,TechMandiri,DevOps Engineer,6.1,Education
487,1487,Anugerah Konsultindo,Logistics Coordinator,4.5,Healthcare
488,1488,Kreasi Prima,Account Coordinator,13.8,Logistics
489,1489,Andalan Media,BI Developer,4.1,Healthcare
490,1490,Berkah Niaga,HR Staff,8.1,Healthcare
491,1491,Indo Logistik,Brand Associate,0.9,Banking
492,1492,Eka Pratama,Account Executive,5.0,Technology
493,1493,TechMandiri,Sales Coordinator,2.9,Technology
494,1494,Inti Mandiri,Sales Coordinator,8.7,Consulting
495,1495,Inti Mandiri,Sales Coordinator,1.7,Logistics
496,1496,Gemilang Teknologi,Finance Staff,7.6,Banking
497,1497,Bank Nusantara,Brand Associate,13.7,Education
498,1498,Fokus Sejahtera,Account Executive,3.8,Education
499,1499,Garuda Retail,Software Engineer,3.7,Manufacturing
500,1500,Sinergi Solusi,Sales Coordinator,10.9,Banking
501,1501,Indo Logistik,Marketing Coordinator,8.3,Retail
502,1502,University (Graduate),Research Assistant,0.0,Education
503,1503,Indo Logistik,Backend Developer,19.8,Retail
504,1504,Bumi Manufaktur,Junior Data Scientist,2.0,Manufacturing
505,1505,Sinergi Solusi,Account Coordinator,13.0,Government
506,1506,Bumi Manufaktur,Logistics Coordinator,23.7,Media
507,1507,University (Graduate),Research Assistant,0.4,Government
508,1508,University (Graduate),Research Assistant,0.0,Consulting
509,1509,University (Graduate),Research Assistant,0.0,Consulting
510,1510,Gemilang Teknologi,Treasury Analyst,4.5,Education
511,1511,Indo Logistik,Sales Coordinator,7.8,Media
512,1512,Bank Nusantara,Business Analyst,5.3,Education
513,1513,Sinergi Solusi,Junior Accountant,5.7,Banking
514,1514,Bumi Manufaktur,HR Assistant,3.5,Media
515,1515,Garuda Retail,Account Executive,4.0,Manufacturing
516,1516,Citra Digital,Junior Accountant,1.9,Manufacturing
517,1517,University (Graduate),Research Assistant,0.0,Government
518,1518,Harapan Bersama,Sales Coordinator,1.1,Technology
519,1519,Karya Inovasi,Account Executive,11.5,Logistics
520,1520,Karya Inovasi,Frontend Developer,5.2,Government
521,1521,Inti Mandiri,Business Analyst,2.4,Consulting
522,1522,Anugerah Konsultindo,Finance Staff,4.1,Banking
523,1523,Garuda Retail,Brand Associate,4.1,Consulting
524,1524,Bank Nusantara,Finance Staff,10.9,Banking
525,1525,Eka Pratama,Sales Executive,5.4,Logistics
526,1526,Citra Digital,Customer Service Officer,16.5,Government
527,1527,Anugerah Konsultindo,Operations Staff,12.8,Retail
528,1528,Kreasi Prima,HR Assistant,10.6,Consulting
529,1529,Anugerah Konsultindo,Marketing Coordinator,10.3,Media
530,1530,University (Graduate),Account Coordinator,2.6,Healthcare
531,1531,Garuda Retail,Content Specialist,1.0,Education
532,1532,Kreasi Prima,UX Researcher,1.4,Healthcare
533,1533,Inti Mandiri,DevOps Engineer,2.2,Banking
534,1534,Citra Digital,Frontend Developer,2.5,Healthcare
535,1535,Karya Inovasi,Sales Executive,1.4,Healthcare
536,1536,Garuda Retail,Research Assistant,9.5,Media
537,1537,Harapan Bersama,Software Engineer,12.6,Manufacturing
538,1538,Kreasi Prima,Backend Developer,9.7,Media
539,1539,Sinergi Solusi,Sales Executive,2.3,Government
540,1540,Damai Sentosa,Frontend Developer,7.3,Media
541,1541,University (Graduate),Research Assistant,0.0,Government
542,1542,Eka Pratama,Junior Accountant,5.3,Government
543,1543,University (Graduate),Data Analyst,7.8,Manufacturing
544,1544,Inti Mandiri,Junior Data Scientist,7.7,Technology
545,1545,Andalan Media,Customer Service Officer,0.5,Manufacturing
546,1546,Bank Nusantara,DevOps Engineer,18.0,Retail
547,1547,Kreasi Prima,Brand Associate,14.4,Technology
548,1548,Gemilang Teknologi,Backend Developer,11.4,Media
549,1549,Citra Digital,Backend Developer,16.9,Consulting
550,1550,Garuda Retail,DevOps Engineer,6.9,Media
551,1551,University (Graduate),Frontend Developer,10.7,Technology
552,1552,Bank Nusantara,Associate PM,11.1,Technology
553,1553,University (Graduate),Research Assistant,0.2,Technology
554,1554,University (Graduate),Research Assistant,0.0,Retail
555,1555,University (Graduate),Logistics Coordinator,18.3,Healthcare
556,1556,Kreasi Prima,Paralegal,14.7,Banking
557,1557,Berkah Niaga,DevOps Engineer,12.0,Healthcare
558,1558,Gemilang Teknologi,BI Developer,2.5,Education
559,1559,Citra Digital,Associate PM,5.8,Healthcare
560,1560,University (Graduate),Research Assistant,0.0,Media
561,1561,TechMandiri,Paralegal,13.5,Logistics
562,1562,Andalan Media,Business Analyst,2.2,Government
563,1563,Gemilang Teknologi,Marketing Coordinator,6.3,Healthcare
564,1564,Andalan Media,Account Executive,3.9,Logistics
565,1565,Jaya Abadi,Sales Coordinator,6.6,Government
566,1566,University (Graduate),Research Assistant,0.0,Manufacturing
567,1567,Bank Nusantara,BI Developer,10.1,Consulting
568,1568,Gemilang Teknologi,Sales Coordinator,5.9,Retail
569,1569,University (Graduate),Research Assistant,0.0,Government
570,1570,Kreasi Prima,Sales Coordinator,1.7,Logistics
571,1571,Inti Mandiri,Sales Executive,6.1,Education
572,1572,University (Graduate),DevOps Engineer,20.8,Retail
573,1573,Sinergi Solusi,DevOps Engineer,12.4,Education
574,1574,Karya Inovasi,Sales Coordinator,6.5,Logistics
575,1575,Fokus Sejahtera,Logistics Coordinator,1.2,Manufacturing
576,1576,Jaya Abadi,Frontend Developer,6.1,Banking
577,1577,Sinergi Solusi,CS Specialist,6.0,Healthcare
578,1578,TechMandiri,Software Engineer,6.7,Government
579,1579,Indo Logistik,Associate PM,12.1,Logistics
580,1580,Bumi Manufaktur,Account Executive,6.0,Healthcare
581,1581,Bank Nusantara,Account Executive,7.2,Manufacturing
582,1582,Citra Digital,BI Developer,12.7,Manufacturing
583,1583,Sinergi Solusi,Software Engineer,1.4,Retail
584,1584,Citra Digital,Account Executive,2.4,Retail
585,1585,TechMandiri,Customer Service Officer,2.3,Consulting
586,1586,Jaya Abadi,Sales Coordinator,1.5,Logistics
587,1587,Gemilang Teknologi,Research Assistant,3.6,Technology
588,1588,Gemilang Teknologi,Treasury Analyst,3.1,Logistics
589,1589,Andalan Media,BI Developer,2.9,Retail
590,1590,Anugerah Konsultindo,Junior Data Scientist,3.1,Healthcare
591,1591,Damai Sentosa,Backend Developer,6.7,Technology
592,1592,Kreasi Prima,Sales Executive,1.2,Healthcare
593,1593,Harapan Bersama,Sales Coordinator,1.5,Media
594,1594,Karya Inovasi,Marketing Coordinator,16.8,Media
595,1595,Harapan Bersama,Backend Developer,2.9,Consulting
596,1596,Inti Mandiri,Operations Staff,16.8,Logistics
597,1597,University (Graduate),Research Assistant,0.0,Technology
598,1598,Garuda Retail,Sales Coordinator,2.7,Government
599,1599,University (Graduate),Research Assistant,0.0,Banking
600,1600,Harapan Bersama,Sales Coordinator,6.1,Technology
601,1601,Damai Sentosa,Sales Coordinator,2.7,Government
602,1602,Citra Digital,Customer Service Officer,0.8,Consulting
603,1603,University (Graduate),Research Assistant,0.2,Education
604,1604,Eka Pratama,Account Executive,1.2,Consulting
605,1605,Fokus Sejahtera,Frontend Developer,1.6,Media
606,1606,University (Graduate),Research Assistant,0.3,Consulting
607,1607,University (Graduate),Research Assistant,0.0,Education
608,1608,University (Graduate),Research Assistant,0.0,Technology
609,1609,Fokus Sejahtera,Brand Associate,4.1,Banking
610,1610,Fokus Sejahtera,Frontend Developer,8.8,Government
611,1611,Eka Pratama,Junior Accountant,6.0,Manufacturing
612,1612,Kreasi Prima,Account Coordinator,14.2,Healthcare
613,1613,Kreasi Prima,Customer Service Officer,10.0,Media
614,1614,Gemilang Teknologi,Data Analyst,6.3,Education
615,1615,Bumi Manufaktur,Data Analyst,2.2,Healthcare
616,1616,Citra Digital,CS Specialist,7.0,Retail
617,1617,University (Graduate),Research Assistant,0.3,Healthcare
618,1618,Sinergi Solusi,Finance Staff,4.0,Media
619,1619,Jaya Abadi,Software Engineer,1.9,Technology
620,1620,University (Graduate),Research Assistant,0.0,Education
621,1621,Garuda Retail,Sales Coordinator,1.4,Government
622,1622,Anugerah Konsultindo,Logistics Coordinator,14.3,Banking
623,1623,University (Graduate),Research Assistant,0.1,Education
624,1624,University (Graduate),Data Analyst,1.2,Technology
625,1625,Kreasi Prima,Backend Developer,15.0,Technology
626,1626,Gemilang Teknologi,Sales Coordinator,8.3,Technology
627,1627,Andalan Media,Operations Staff,1.8,Retail
628,1628,TechMandiri,Customer Service Officer,5.0,Technology
629,1629,Sinergi Solusi,Account Coordinator,14.6,Logistics
630,1630,Eka Pratama,CS Specialist,4.4,Retail
631,1631,University (Graduate),Research Assistant,0.0,Media
632,1632,Citra Digital,UX Researcher,2.1,Logistics
633,1633,Inti Mandiri,Software Engineer,8.2,Retail
634,1634,Anugerah Konsultindo,Research Assistant,2.9,Technology
635,1635,Garuda Retail,Backend Developer,10.9,Manufacturing
636,1636,Bank Nusantara,Marketing Coordinator,5.4,Education
637,1637,Indo Logistik,Treasury Analyst,2.6,Banking
638,1638,Garuda Retail,HR Assistant,4.1,Technology
639,1639,Garuda Retail,BI Developer,7.6,Logistics
640,1640,Bank Nusantara,Logistics Coordinator,25.0,Logistics
641,1641,Anugerah Konsultindo,Backend Developer,18.7,Healthcare
642,1642,Sinergi Solusi,Operations Staff,14.8,Consulting
643,1643,Citra Digital,Frontend Developer,9.1,Retail
644,1644,Andalan Media,Data Analyst,3.1,Logistics
645,1645,Harapan Bersama,Data Analyst,8.1,Media
646,1646,Anugerah Konsultindo,Frontend Developer,1.0,Retail
647,1647,Citra Digital,Treasury Analyst,1.9,Media
648,1648,TechMandiri,Logistics Coordinator,3.1,Media
649,1649,Karya Inovasi,Customer Service Officer,2.6,Media
650,1650,University (Graduate),Research Assistant,0.0,Technology
651,1651,Bank Nusantara,Content Specialist,15.5,Retail
652,1652,TechMandiri,Business Analyst,7.6,Banking
653,1653,Karya Inovasi,Finance Staff,3.8,Technology
654,1654,Damai Sentosa,Frontend Developer,6.2,Manufacturing
655,1655,Harapan Bersama,Backend Developer,8.6,Technology
656,1656,Jaya Abadi,Frontend Developer,11.8,Banking
657,1657,Karya Inovasi,Junior Data Scientist,1.6,Manufacturing
658,1658,University (Graduate),Research Assistant,0.0,Government
659,1659,Eka Pratama,Frontend Developer,1.1,Consulting
660,1660,TechMandiri,Brand Associate,5.5,Retail
661,1661,Harapan Bersama,DevOps Engineer,14.3,Government
662,1662,Sinergi Solusi,BI Developer,5.6,Consulting
663,1663,Sinergi Solusi,DevOps Engineer,1.7,Logistics
664,1664,TechMandiri,Frontend Developer,4.6,Consulting
665,1665,University (Graduate),Frontend Developer,6.6,Banking
666,1666,Anugerah Konsultindo,Backend Developer,0.7,Manufacturing
667,1667,Bank Nusantara,Sales Coordinator,6.2,Retail
668,1668,Citra Digital,Business Analyst,6.1,Retail
669,1669,Jaya Abadi,Paralegal,15.3,Technology
670,1670,Harapan Bersama,Junior Accountant,10.7,Banking
671,1671,Anugerah Konsultindo,DevOps Engineer,0.8,Banking
672,1672,University (Graduate),Research Assistant,0.0,Technology
673,1673,Bank Nusantara,HR Staff,7.3,Retail
674,1674,Bank Nusantara,Sales Coordinator,5.9,Retail
675,1675,Garuda Retail,Software Engineer,3.9,Media
676,1676,Garuda Retail,Backend Developer,9.7,Government
677,1677,Damai Sentosa,DevOps Engineer,5.6,Education
678,1678,Kreasi Prima,DevOps Engineer,8.1,Logistics
679,1679,Andalan Media,Account Executive,4.8,Government
680,1680,Anugerah Konsultindo,Account Executive,5.8,Consulting
681,1681,Andalan Media,Sales Coordinator,5.1,Education
682,1682,Citra Digital,Content Specialist,6.1,Logistics
683,1683,TechMandiri,Logistics Coordinator,1.4,Logistics
684,1684,Gemilang Teknologi,Sales Executive,10.0,Logistics
685,1685,University (Graduate),Research Assistant,0.0,Manufacturing
686,1686,Harapan Bersama,Sales Coordinator,2.6,Media
687,1687,University (Graduate),Research Assistant,0.2,Retail
688,1688,Damai Sentosa,Research Assistant,5.7,Consulting
689,1689,Inti Mandiri,Sales Coordinator,4.1,Banking
690,1690,Inti Mandiri,Sales Coordinator,1.1,Government
691,1691,Jaya Abadi,Backend Developer,1.3,Retail
692,1692,Karya Inovasi,Backend Developer,11.8,Technology
693,1693,Eka Pratama,Backend Developer,18.7,Technology
694,1694,Harapan Bersama,Backend Developer,4.4,Education
695,1695,University (Graduate),Research Assistant,0.0,Retail
696,1696,Andalan Media,HR Assistant,3.5,Banking
697,1697,Harapan Bersama,Brand Associate,20.7,Logistics
698,1698,Andalan Media,Operations Staff,0.8,Education
699,1699,Anugerah Konsultindo,Frontend Developer,4.8,Retail
700,1700,Jaya Abadi,Brand Associate,4.6,Government
701,1701,Damai Sentosa,Research Assistant,6.5,Consulting
702,1702,Andalan Media,Software Engineer,6.8,Media
703,1703,Indo Logistik,Treasury Analyst,3.7,Banking
704,1704,Harapan Bersama,Logistics Coordinator,7.6,Healthcare
705,1705,Fokus Sejahtera,HR Staff,1.3,Education
706,1706,University (Graduate),Research Assistant,0.0,Technology
707,1707,Inti Mandiri,Frontend Developer,4.5,Logistics
708,1708,Karya Inovasi,Business Analyst,5.2,Government
709,1709,University (Graduate),Research Assistant,0.0,Media
710,1710,Berkah Niaga,Brand Associate,9.1,Healthcare
711,1711,Gemilang Teknologi,Associate PM,5.3,Banking
712,1712,Bumi Manufaktur,Operations Staff,1.4,Retail
713,1713,Gemilang Teknologi,Software Engineer,2.8,Government
714,1714,Citra Digital,Account Executive,4.0,Logistics
715,1715,University (Graduate),Research Assistant,0.3,Retail
716,1716,University (Graduate),Research Assistant,0.0,Manufacturing
717,1717,Eka Pratama,Account Coordinator,1.7,Healthcare
718,1718,Kreasi Prima,Software Engineer,4.4,Healthcare
719,1719,University (Graduate),Research Assistant,0.0,Consulting
720,1720,Sinergi Solusi,Backend Developer,10.1,Technology
721,1721,Gemilang Teknologi,Account Executive,4.8,Media
722,1722,Bank Nusantara,Associate PM,2.4,Government
723,1723,University (Graduate),Research Assistant,0.0,Education
724,1724,Bank Nusantara,Account Executive,4.5,Consulting
725,1725,Kreasi Prima,Associate PM,13.0,Retail
726,1726,Garuda Retail,Content Specialist,2.2,Consulting
727,1727,Damai Sentosa,Sales Executive,7.2,Technology
728,1728,Eka Pratama,UX Researcher,7.0,Retail
729,1729,Karya Inovasi,CS Specialist,11.1,Logistics
730,1730,Jaya Abadi,DevOps Engineer,7.9,Logistics
731,1731,TechMandiri,Account Executive,14.4,Banking
732,1732,Sinergi Solusi,BI Developer,6.8,Manufacturing
733,1733,Citra Digital,HR Assistant,1.7,Manufacturing
734,1734,Fokus Sejahtera,Account Executive,6.3,Logistics
735,1735,Harapan Bersama,Sales Executive,3.8,Banking
736,1736,TechMandiri,Software Engineer,10.2,Manufacturing
737,1737,Berkah Niaga,Account Coordinator,2.5,Manufacturing
738,1738,Sinergi Solusi,Operations Staff,15.4,Education
739,1739,Karya Inovasi,Sales Executive,1.9,Government
740,1740,University (Graduate),Research Assistant,0.1,Retail
741,1741,Fokus Sejahtera,Sales Executive,6.5,Logistics
742,1742,Citra Digital,Backend Developer,4.9,Consulting
743,1743,Indo Logistik,Junior Data Scientist,1.9,Retail
744,1744,Bumi Manufaktur,Frontend Developer,5.0,Healthcare
745,1745,University (Graduate),Customer Service Officer,0.7,Retail
746,1746,TechMandiri,Data Analyst,4.2,Logistics
747,1747,Damai Sentosa,Associate PM,9.4,Logistics
748,1748,Bank Nusantara,Data Analyst,7.1,Healthcare
749,1749,Jaya Abadi,Sales Executive,2.1,Healthcare
750,1750,Berkah Niaga,Frontend Developer,10.0,Consulting
751,1751,Berkah Niaga,DevOps Engineer,16.1,Banking
752,1752,Inti Mandiri,Account Executive,4.8,Technology
753,1753,Harapan Bersama,Junior Accountant,7.4,Technology
754,1754,Inti Mandiri,Research Assistant,0.7,Technology
755,1755,Kreasi Prima,Data Analyst,11.4,Government
756,1756,Anugerah Konsultindo,Brand Associate,7.8,Logistics
757,1757,Sinergi Solusi,Backend Developer,3.0,Manufacturing
758,1758,Berkah Niaga,Associate PM,7.0,Government
759,1759,University (Graduate),Finance Staff,2.4,Consulting
760,1760,TechMandiri,Frontend Developer,15.8,Government
761,1761,Sinergi Solusi,BI Developer,10.8,Consulting
762,1762,Andalan Media,Account Executive,11.4,Healthcare
763,1763,Sinergi Solusi,Junior Accountant,3.8,Healthcare
764,1764,Inti Mandiri,BI Developer,3.6,Government
765,1765,Jaya Abadi,Frontend Developer,23.1,Government
766,1766,Bank Nusantara,Account Executive,2.6,Healthcare
767,1767,Berkah Niaga,Treasury Analyst,2.1,Manufacturing
768,1768,Berkah Niaga,Logistics Coordinator,18.7,Logistics
769,1769,Bumi Manufaktur,Sales Executive,2.4,Retail
770,1770,Garuda Retail,Software Engineer,8.5,Media
771,1771,Bumi Manufaktur,CS Specialist,12.5,Technology
772,1772,Harapan Bersama,Content Specialist,8.2,Technology
773,1773,University (Graduate),Operations Staff,4.0,Education
774,1774,Inti Mandiri,Sales Coordinator,0.8,Banking
775,1775,Kreasi Prima,Frontend Developer,6.0,Education
776,1776,Andalan Media,Sales Executive,6.6,Logistics
777,1777,Kreasi Prima,Backend Developer,13.7,Healthcare
778,1778,Karya Inovasi,DevOps Engineer,15.8,Technology
779,1779,TechMandiri,Sales Executive,5.7,Logistics
780,1780,TechMandiri,Account Executive,7.4,Government
781,1781,Anugerah Konsultindo,DevOps Engineer,3.9,Government
782,1782,TechMandiri,Frontend Developer,16.0,Logistics
783,1783,Fokus Sejahtera,BI Developer,7.2,Banking
784,1784,Garuda Retail,Operations Staff,3.5,Logistics
785,1785,Sinergi Solusi,CS Specialist,13.8,Retail
786,1786,Indo Logistik,Account Executive,4.7,Manufacturing
787,1787,Bumi Manufaktur,Marketing Coordinator,18.8,Government
788,1788,University (Graduate),Backend Developer,11.3,Retail
789,1789,Sinergi Solusi,Sales Coordinator,6.1,Healthcare
790,1790,Kreasi Prima,Account Coordinator,9.5,Banking
791,1791,Eka Pratama,Sales Executive,5.3,Logistics
792,1792,Bumi Manufaktur,Paralegal,11.5,Government
793,1793,Gemilang Teknologi,Sales Executive,2.2,Education
794,1794,Eka Pratama,UX Researcher,9.0,Manufacturing
795,1795,Karya Inovasi,Content Specialist,2.1,Consulting
796,1796,University (Graduate),Research Assistant,0.0,Healthcare
797,1797,Bank Nusantara,Software Engineer,20.4,Manufacturing
798,1798,University (Graduate),Research Assistant,0.0,Technology
799,1799,Bumi Manufaktur,Content Specialist,4.8,Education
800,1800,Andalan Media,Data Analyst,11.1,Healthcare
801,1801,Garuda Retail,DevOps Engineer,2.8,Government
802,1802,Sinergi Solusi,Frontend Developer,7.2,Manufacturing
803,1803,Bank Nusantara,Sales Executive,4.6,Government
804,1804,Gemilang Teknologi,Sales Coordinator,5.5,Retail
805,1805,Bumi Manufaktur,Logistics Coordinator,2.4,Consulting
806,1806,Kreasi Prima,Account Executive,6.6,Retail
807,1807,Jaya Abadi,Brand Associate,13.5,Government
808,1808,University (Graduate),Research Assistant,0.0,Retail
809,1809,Berkah Niaga,Customer Service Officer,12.8,Retail
810,1810,Gemilang Teknologi,HR Assistant,4.0,Retail
811,1811,Eka Pratama,Backend Developer,0.6,Healthcare
812,1812,Anugerah Konsultindo,DevOps Engineer,6.8,Banking
813,1813,Bank Nusantara,Marketing Coordinator,13.4,Healthcare
814,1814,Berkah Niaga,UX Researcher,7.4,Banking
815,1815,Harapan Bersama,Associate PM,3.4,Technology
816,1816,University (Graduate),Account Executive,0.9,Manufacturing
817,1817,University (Graduate),Research Assistant,0.0,Logistics
818,1818,Inti Mandiri,BI Developer,5.1,Manufacturing
819,1819,Bank Nusantara,Marketing Coordinator,2.7,Consulting
820,1820,Berkah Niaga,Logistics Coordinator,19.4,Government
821,1821,Bank Nusantara,Account Executive,11.3,Education
822,1822,Garuda Retail,Junior Data Scientist,3.7,Logistics
823,1823,Gemilang Teknologi,Sales Coordinator,1.2,Healthcare
824,1824,Bank Nusantara,Business Analyst,1.2,Retail
825,1825,Kreasi Prima,Operations Staff,4.9,Banking
826,1826,Fokus Sejahtera,Logistics Coordinator,3.6,Media
827,1827,University (Graduate),Research Assistant,0.0,Media
828,1828,Sinergi Solusi,Associate PM,2.7,Retail
829,1829,TechMandiri,Finance Staff,7.4,Media
830,1830,Damai Sentosa,Business Analyst,15.1,Retail
831,1831,Garuda Retail,Frontend Developer,0.9,Retail
832,1832,Bumi Manufaktur,Backend Developer,11.8,Retail
833,1833,Fokus Sejahtera,Customer Service Officer,8.8,Education
834,1834,Bumi Manufaktur,HR Assistant,10.9,Manufacturing
835,1835,Bank Nusantara,BI Developer,2.5,Media
836,1836,Bumi Manufaktur,Account Executive,3.6,Technology
837,1837,University (Graduate),Research Assistant,0.0,Retail
838,1838,TechMandiri,Sales Coordinator,5.5,Manufacturing
839,1839,Inti Mandiri,Treasury Analyst,6.0,Logistics
840,1840,Bank Nusantara,Operations Staff,13.2,Retail
841,1841,Bumi Manufaktur,Account Executive,2.8,Media
842,1842,Anugerah Konsultindo,Finance Staff,5.6,Retail
843,1843,University (Graduate),Marketing Coordinator,9.8,Government
844,1844,Berkah Niaga,HR Assistant,3.6,Consulting
845,1845,Gemilang Teknologi,Software Engineer,17.2,Logistics
846,1846,Eka Pratama,BI Developer,5.6,Technology
847,1847,Kreasi Prima,Associate PM,6.2,Logistics
848,1848,Gemilang Teknologi,UX Researcher,5.4,Consulting
849,1849,Andalan Media,Backend Developer,16.0,Government
850,1850,TechMandiri,Account Executive,3.9,Education
851,1851,Harapan Bersama,Brand Associate,13.9,Technology
852,1852,Citra Digital,Software Engineer,10.7,Banking
853,1853,Citra Digital,Junior Accountant,7.8,Logistics
854,1854,Garuda Retail,Backend Developer,9.9,Banking
855,1855,Harapan Bersama,Sales Executive,4.1,Manufacturing
856,1856,Eka Pratama,Logistics Coordinator,11.3,Education
857,1857,Kreasi Prima,Treasury Analyst,2.7,Media
858,1858,Anugerah Konsultindo,Sales Executive,1.0,Technology
859,1859,Jaya Abadi,Operations Staff,8.3,Healthcare
860,1860,Anugerah Konsultindo,Brand Associate,10.4,Government
861,1861,Garuda Retail,Sales Coordinator,3.0,Education
862,1862,Berkah Niaga,Frontend Developer,5.4,Education
863,1863,University (Graduate),Research Assistant,0.0,Technology
864,1864,Inti Mandiri,HR Assistant,7.7,Manufacturing
865,1865,Andalan Media,Logistics Coordinator,14.1,Retail
866,1866,Jaya Abadi,Sales Executive,2.0,Technology
867,1867,Bank Nusantara,Operations Staff,4.0,Healthcare
868,1868,Inti Mandiri,Associate PM,3.1,Government
869,1869,TechMandiri,Frontend Developer,6.9,Media
870,1870,Inti Mandiri,Junior Accountant,10.1,Consulting
871,1871,Bumi Manufaktur,Backend Developer,0.7,Retail
872,1872,Citra Digital,DevOps Engineer,8.1,Consulting
873,1873,Bumi Manufaktur,Associate PM,6.9,Government
874,1874,Gemilang Teknologi,Recruiter,2.8,Healthcare
875,1875,Citra Digital,HR Staff,0.7,Consulting
876,1876,Berkah Niaga,Junior Data Scientist,4.0,Logistics
877,1877,Andalan Media,BI Developer,3.1,Government
878,1878,Berkah Niaga,DevOps Engineer,3.4,Manufacturing
879,1879,University (Graduate),Research Assistant,0.0,Manufacturing
880,1880,Citra Digital,Brand Associate,11.5,Education
881,1881,University (Graduate),Research Assistant,0.0,Technology
882,1882,Gemilang Teknologi,Sales Coordinator,0.9,Education
883,1883,Sinergi Solusi,Customer Service Officer,1.5,Government
884,1884,University (Graduate),Software Engineer,5.4,Retail
885,1885,University (Graduate),Backend Developer,9.4,Banking
886,1886,Sinergi Solusi,Logistics Coordinator,10.8,Technology
887,1887,University (Graduate),UX Researcher,4.0,Retail
888,1888,Inti Mandiri,DevOps Engineer,7.9,Technology
889,1889,Eka Pratama,Customer Service Officer,6.9,Technology
890,1890,University (Graduate),Operations Staff,3.2,Media
891,1891,Anugerah Konsultindo,Marketing Coordinator,16.5,Healthcare
892,1892,TechMandiri,DevOps Engineer,7.3,Government
893,1893,Gemilang Teknologi,DevOps Engineer,3.7,Logistics
894,1894,University (Graduate),Finance Staff,10.2,Healthcare
895,1895,Gemilang Teknologi,Recruiter,3.9,Consulting
896,1896,Bumi Manufaktur,Finance Staff,13.1,Banking
897,1897,Berkah Niaga,DevOps Engineer,4.7,Retail
898,1898,University (Graduate),Research Assistant,0.0,Technology
899,1899,Karya Inovasi,Treasury Analyst,3.6,Consulting
900,1900,Bank Nusantara,Content Specialist,11.4,Education
901,1901,Indo Logistik,Sales Coordinator,7.8,Consulting
902,1902,Garuda Retail,Account Coordinator,3.8,Healthcare
903,1903,Bank Nusantara,Software Engineer,2.9,Healthcare
904,1904,Inti Mandiri,Software Engineer,9.4,Logistics
905,1905,Berkah Niaga,Backend Developer,1.5,Logistics
906,1906,Andalan Media,Account Executive,4.4,Technology
907,1907,Karya Inovasi,Customer Service Officer,11.0,Technology
908,1908,Andalan Media,Marketing Coordinator,1.2,Media
909,1909,Inti Mandiri,Research Assistant,14.3,Education
910,1910,Bank Nusantara,Research Assistant,9.2,Government
911,1911,University (Graduate),Research Assistant,0.2,Technology
912,1912,Inti Mandiri,Sales Coordinator,2.0,Consulting
913,1913,University (Graduate),Research Assistant,0.0,Consulting
914,1914,Eka Pratama,Frontend Developer,1.2,Government
915,1915,Sinergi Solusi,Business Analyst,3.8,Manufacturing
916,1916,University (Graduate),Research Assistant,0.0,Healthcare
917,1917,Gemilang Teknologi,BI Developer,1.5,Government
918,1918,Bank Nusantara,Software Engineer,11.2,Banking
919,1919,Bank Nusantara,Frontend Developer,8.4,Manufacturing
920,1920,Citra Digital,DevOps Engineer,13.4,Education
921,1921,Gemilang Teknologi,Software Engineer,16.0,Consulting
922,1922,University (Graduate),Research Assistant,0.0,Logistics
923,1923,Karya Inovasi,Account Executive,4.0,Education
924,1924,University (Graduate),Research Assistant,0.0,Logistics
925,1925,University (Graduate),Research Assistant,0.0,Retail
926,1926,Andalan Media,BI Developer,3.0,Logistics
927,1927,University (Graduate),Sales Executive,5.0,Technology
928,1928,Fokus Sejahtera,Research Assistant,2.3,Retail
929,1929,Garuda Retail,DevOps Engineer,12.1,Retail
930,1930,Eka Pratama,Brand Associate,2.4,Consulting
931,1931,Inti Mandiri,Sales Coordinator,3.5,Manufacturing
932,1932,Berkah Niaga,Customer Service Officer,2.0,Banking
933,1933,Eka Pratama,BI Developer,11.3,Manufacturing
934,1934,University (Graduate),Research Assistant,0.0,Media
935,1935,Karya Inovasi,DevOps Engineer,13.0,Education
936,1936,Karya Inovasi,Customer Service Officer,6.3,Education
937,1937,Jaya Abadi,Marketing Coordinator,18.3,Education
938,1938,Jaya Abadi,Sales Executive,14.0,Media
939,1939,Bumi Manufaktur,Junior Data Scientist,2.2,Education
940,1940,TechMandiri,Frontend Developer,11.3,Banking
